instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
274,2011-01-12,1,0,1,10,0,2,1,2,0.1005,0.0811,0.3634,0.0415,4,39,43
275,2011-01-12,1,0,1,11,0,2,1,1,0.1235,0.075,0.3419,0.2039,4,39,43
276,2011-01-12,1,0,1,12,0,2,1,3,0.1049,0.1319,0.6354,0.0307,4,36,40
277,2011-01-12,1,0,1,13,0,2,1,1,0.087,0.1219,0.3609,0.0148,17,45,62
278,2011-01-12,1,0,1,14,0,2,1,2,0.1162,0.1968,0.2285,0.0855,10,30,40
279,2011-01-12,1,0,1,15,0,2,1,1,0.0766,0.1052,0.7418,0.1344,18,57,75
280,2011-01-12,1,0,1,16,0,2,1,1,0.0352,0.0361,0.4615,0.1584,11,27,38
281,2011-01-12,1,0,1,17,0,2,1,1,0.0857,0.1365,0.4066,0.044,21,103,124
282,2011-01-12,1,0,1,18,0,2,1,1,0.0725,0.0104,0.5678,0.0494,10,62,72
283,2011-01-12,1,0,1,19,0,2,1,1,0.068,0.0455,0.5479,0.1078,13,70,83
284,2011-01-12,1,0,1,20,0,2,1,3,0.0445,0.0387,0.3671,0.0635,5,23,28
285,2011-01-12,1,0,1,21,0,2,1,2,0.1786,0.1767,0.3937,0.0822,3,17,20
286,2011-01-12,1,0,1,22,0,2,1,3,0.1221,0.168,0.6382,0.4654,3,10,13
287,2011-01-12,1,0,1,23,0,2,1,1,0.0593,0.0637,0.7418,0.0182,3,14,17
288,2011-01-13,1,0,1,0,0,3,1,1,0.0391,0.0299,0.7282,0.011,1,8,9
289,2011-01-13,1,0,1,1,0,3,1,1,0.0919,0.1052,0.3364,0.1351,0,6,6
290,2011-01-13,1,0,1,2,0,3,1,2,0.0938,0.1166,0.5572,0.0193,0,2,2
291,2011-01-13,1,0,1,3,0,3,1,1,0.0263,0.0296,0.495,0.0524,0,1,1
292,2011-01-13,1,0,1,4,0,3,1,1,0.0,0.022,0.6283,0.2802,0,3,3
293,2011-01-13,1,0,1,5,0,3,1,1,0.0238,0.0514,0.6501,0.0887,2,6,8
294,2011-01-13,1,0,1,6,0,3,1,2,0.0,0.0,0.2247,0.1378,7,24,31
295,2011-01-13,1,0,1,7,0,3,1,2,0.0289,0.0166,0.3341,0.3312,13,65,78
296,2011-01-13,1,0,1,8,0,3,1,1,0.086,0.0811,0.2881,0.0112,27,122,149
297,2011-01-13,1,0,1,9,0,3,1,1,0.1317,0.1802,0.3148,0.6639,12,51,63
298,2011-01-13,1,0,1,10,0,3,1,2,0.0812,0.0468,0.5008,0.4987,6,32,38
299,2011-01-13,1,0,1,11,0,3,1,1,0.0791,0.068,0.4612,0.0512,20,52,72
300,2011-01-13,1,0,1,12,0,3,1,1,0.0788,0.0857,0.5359,0.2629,22,54,76
301,2011-01-13,1,0,1,13,0,3,1,1,0.0781,0.0916,0.2644,0.1169,6,40,46
302,2011-01-13,1,0,1,14,0,3,1,1,0.1621,0.1696,0.4671,0.054,10,58,68
303,2011-01-13,1,0,1,15,0,3,1,1,0.0751,0.0609,0.2031,0.1303,8,60,68
304,2011-01-13,1,0,1,16,0,3,1,1,0.0732,0.1433,0.5438,0.1264,19,69,88
305,2011-01-13,1,0,1,17,0,3,1,1,0.0602,0.057,0.8967,0.0388,24,59,83
306,2011-01-13,1,0,1,18,0,3,1,3,0.0968,0.1499,0.4457,0.2371,9,51,60
307,2011-01-13,1,0,1,19,0,3,1,2,0.1023,0.1015,0.6689,0.1333,9,46,55
308,2011-01-13,1,0,1,20,0,3,1,1,0.1155,0.0937,0.5361,0.1017,4,19,23
309,2011-01-13,1,0,1,21,0,3,1,2,0.0807,0.0893,0.5782,0.1278,9,24,33
310,2011-01-13,1,0,1,22,0,3,1,1,0.1418,0.1357,0.4797,0.1071,6,24,30
311,2011-01-13,1,0,1,23,0,3,1,3,0.0826,0.0709,0.6686,0.1769,1,9,10
312,2011-01-14,1,0,1,0,0,4,1,1,0.1408,0.1248,0.3658,0.4736,0,8,8
313,2011-01-14,1,0,1,1,0,4,1,4,0.1311,0.1465,0.6088,0.2023,0,1,1
314,2011-01-14,1,0,1,2,0,4,1,2,0.1183,0.1538,0.5877,0.1426,0,2,2
315,2011-01-14,1,0,1,3,0,4,1,1,0.0753,0.053,0.3987,0.0643,0,1,1
316,2011-01-14,1,0,1,4,0,4,1,2,0.085,0.1033,0.4305,0.1042,0,2,2
317,2011-01-14,1,0,1,5,0,4,1,2,0.0031,0.0,0.3846,0.2441,1,5,6
318,2011-01-14,1,0,1,6,0,4,1,1,0.0696,0.0886,0.2689,0.1534,8,21,29
319,2011-01-14,1,0,1,7,0,4,1,1,0.1515,0.1123,0.0471,0.1322,22,77,99
320,2011-01-14,1,0,1,8,0,4,1,1,0.0282,0.0517,0.6265,0.2444,27,106,133
321,2011-01-14,1,0,1,9,0,4,1,1,0.1031,0.0878,0.4962,0.0502,5,41,46
322,2011-01-14,1,0,1,10,0,4,1,1,0.0522,0.0526,0.6433,0.0097,10,29,39
323,2011-01-14,1,0,1,11,0,4,1,1,0.1247,0.0987,0.4013,0.067,7,44,51
324,2011-01-14,1,0,1,12,0,4,1,2,0.1349,0.115,0.4761,0.3611,11,54,65
325,2011-01-14,1,0,1,13,0,4,1,3,0.0968,0.0793,0.1342,0.1502,8,27,35
326,2011-01-14,1,0,1,14,0,4,1,1,0.1096,0.0851,0.5287,0.2147,15,40,55
327,2011-01-14,1,0,1,15,0,4,1,2,0.0526,0.0431,0.5924,0.0074,10,53,63
328,2011-01-14,1,0,1,16,0,4,1,3,0.0,0.0005,0.2838,0.069,7,36,43
329,2011-01-14,1,0,1,17,0,4,1,1,0.0608,0.1044,0.549,0.0357,29,98,127
330,2011-01-14,1,0,1,18,0,4,1,1,0.0698,0.0808,0.6456,0.0525,16,110,126
331,2011-01-14,1,0,1,19,0,4,1,2,0.04,0.0738,0.3216,0.1873,10,64,74
332,2011-01-14,1,0,1,20,0,4,1,2,0.0396,0.0,0.2384,0.2707,4,35,39
333,2011-01-14,1,0,1,21,0,4,1,1,0.0721,0.0422,0.1156,0.1136,7,26,33
334,2011-01-14,1,0,1,22,0,4,1,1,0.1104,0.1091,0.8027,0.0561,6,20,26
335,2011-01-14,1,0,1,23,0,4,1,2,0.1054,0.106,0.6009,0.0192,2,12,14
336,2011-01-15,1,0,1,0,0,5,0,1,0.1325,0.1103,0.1758,0.0697,1,9,10
337,2011-01-15,1,0,1,1,0,5,0,1,0.0917,0.0933,0.526,0.2274,0,5,5
338,2011-01-15,1,0,1,2,0,5,0,1,0.0637,0.0583,0.3885,0.0993,0,2,2
339,2011-01-15,1,0,1,3,0,5,0,1,0.0845,0.0915,0.311,0.0327,0,1,1
340,2011-01-15,1,0,1,4,0,5,0,1,0.1032,0.1455,0.5489,0.1516,0,2,2
341,2011-01-15,1,0,1,5,0,5,0,2,0.043,0.0052,0.4649,0.0952,2,7,9
342,2011-01-15,1,0,1,6,0,5,0,2,0.029,0.0244,0.5057,0.0415,5,23,28
343,2011-01-15,1,0,1,7,0,5,0,2,0.074,0.0633,0.4729,0.1186,16,70,86
344,2011-01-15,1,0,1,8,0,5,0,1,0.0735,0.0365,0.5672,0.0416,31,76,107
345,2011-01-15,1,0,1,9,0,5,0,1,0.0036,0.0175,0.8036,0.0114,9,34,43
346,2011-01-15,1,0,1,10,0,5,0,3,0.1109,0.0935,0.504,0.5679,8,25,33
347,2011-01-15,1,0,1,11,0,5,0,1,0.1737,0.168,0.608,0.1648,5,35,40
348,2011-01-15,1,0,1,12,0,5,0,1,0.0832,0.13,0.5928,0.0389,14,48,62
349,2011-01-15,1,0,1,13,0,5,0,1,0.1276,0.114,0.4295,0.084,6,57,63
350,2011-01-15,1,0,1,14,0,5,0,1,0.0437,0.0539,0.3863,0.378,11,26,37
351,2011-01-15,1,0,1,15,0,5,0,1,0.051,0.0907,0.7129,0.3759,15,37,52
352,2011-01-15,1,0,1,16,0,5,0,1,0.1431,0.1253,0.561,0.0666,11,40,51
353,2011-01-15,1,0,1,17,0,5,0,1,0.0842,0.0556,0.4389,0.4507,24,89,113
354,2011-01-15,1,0,1,18,0,5,0,1,0.111,0.19,0.3792,0.0653,26,69,95
355,2011-01-15,1,0,1,19,0,5,0,3,0.074,0.1017,0.4809,0.1032,5,37,42
356,2011-01-15,1,0,1,20,0,5,0,1,0.056,0.0252,0.4451,0.0111,5,43,48
357,2011-01-15,1,0,1,21,0,5,0,3,0.0,0.006,0.5655,0.0606,5,17,22
358,2011-01-15,1,0,1,22,0,5,0,2,0.0359,0.0486,0.5164,0.0498,4,21,25
359,2011-01-15,1,0,1,23,0,5,0,1,0.1009,0.0863,0.3986,0.5422,2,13,15
360,2011-01-16,1,0,1,0,0,6,0,1,0.032,0.0095,0.6826,0.283,2,9,11
361,2011-01-16,1,0,1,1,0,6,0,1,0.1432,0.1138,0.4303,0.0695,1,4,5
362,2011-01-16,1,0,1,2,0,6,0,2,0.1565,0.1049,0.4102,0.118,0,2,2
363,2011-01-16,1,0,1,3,0,6,0,1,0.1044,0.1465,0.5976,0.0528,0,1,1
364,2011-01-16,1,0,1,4,0,6,0,2,0.0852,0.0565,0.1536,0.4053,0,2,2
365,2011-01-16,1,0,1,5,0,6,0,2,0.0675,0.1213,0.5345,0.1958,2,7,9
366,2011-01-16,1,0,1,6,0,6,0,1,0.0567,0.0729,0.3051,0.5761,5,17,22
367,2011-01-16,1,0,1,7,0,6,0,2,0.1064,0.1566,0.4992,0.0718,10,67,77
368,2011-01-16,1,0,1,8,0,6,0,2,0.0479,0.0912,0.491,0.0402,22,70,92
369,2011-01-16,1,0,1,9,0,6,0,2,0.1085,0.11,0.5011,0.1901,11,33,44
370,2011-01-16,1,0,1,10,0,6,0,1,0.0957,0.1373,0.3505,0.3007,6,41,47
371,2011-01-16,1,0,1,11,0,6,0,1,0.1182,0.1064,0.659,0.0432,13,48,61
372,2011-01-16,1,0,1,12,0,6,0,1,0.087,0.0678,0.3496,0.0653,11,39,50
373,2011-01-16,1,0,1,13,0,6,0,1,0.052,0.098,0.4196,0.1735,6,33,39
374,2011-01-16,1,0,1,14,0,6,0,1,0.1105,0.1059,0.7081,0.1501,9,58,67
375,2011-01-16,1,0,1,15,0,6,0,1,0.0628,0.0706,0.3554,0.0849,14,34,48
376,2011-01-16,1,0,1,16,0,6,0,1,0.0171,0.0194,0.727,0.1829,11,54,65
377,2011-01-16,1,0,1,17,0,6,0,1,0.0087,0.0,0.4875,0.0469,11,60,71
378,2011-01-16,1,0,1,18,0,6,0,2,0.0879,0.0998,0.4875,0.0145,15,55,70
379,2011-01-16,1,0,1,19,0,6,0,1,0.0185,0.0434,0.6217,0.1839,9,33,42
380,2011-01-16,1,0,1,20,0,6,0,1,0.1163,0.0702,0.4678,0.1329,11,36,47
381,2011-01-16,1,0,1,21,0,6,0,2,0.072,0.0707,0.2703,0.0897,9,23,32
382,2011-01-16,1,0,1,22,0,6,0,1,0.0642,0.0768,0.3703,0.207,6,18,24
383,2011-01-16,1,0,1,23,0,6,0,1,0.0617,0.0135,0.7624,0.1523,2,17,19
384,2011-01-17,1,0,1,0,0,0,1,2,0.1015,0.1185,0.3952,0.0427,0,7,7
385,2011-01-17,1,0,1,1,0,0,1,1,0.1176,0.1622,0.413,0.4539,1,4,5
386,2011-01-17,1,0,1,2,0,0,1,2,0.0135,0.0197,0.7126,0.2009,0,2,2
387,2011-01-17,1,0,1,3,0,0,1,1,0.1177,0.1114,0.6609,0.047,0,2,2
388,2011-01-17,1,0,1,4,0,0,1,2,0.1388,0.1581,0.8212,0.0428,0,2,2
389,2011-01-17,1,0,1,5,0,0,1,1,0.1831,0.1601,0.4176,0.088,1,10,11
390,2011-01-17,1,0,1,6,0,0,1,1,0.049,0.0491,0.619,0.0167,7,22,29
391,2011-01-17,1,0,1,7,0,0,1,1,0.0207,0.0451,0.4582,0.011,12,78,90
392,2011-01-17,1,0,1,8,0,0,1,2,0.0903,0.0952,0.3958,0.0512,17,91,108
393,2011-01-17,1,0,1,9,0,0,1,1,0.2309,0.2683,0.2973,0.2645,13,39,52
394,2011-01-17,1,0,1,10,0,0,1,1,0.0262,0.0,0.6061,0.3135,6,44,50
395,2011-01-17,1,0,1,11,0,0,1,1,0.0923,0.1818,0.5551,0.1695,13,38,51
396,2011-01-17,1,0,1,12,0,0,1,2,0.064,0.1118,0.3345,0.168,8,51,59
397,2011-01-17,1,0,1,13,0,0,1,2,0.0626,0.0538,0.6464,0.1085,7,53,60
398,2011-01-17,1,0,1,14,0,0,1,1,0.0694,0.0822,0.3831,0.0377,10,41,51
399,2011-01-17,1,0,1,15,0,0,1,1,0.0146,0.0,0.6532,0.0806,15,70,85
400,2011-01-17,1,0,1,16,0,0,1,1,0.1378,0.1694,0.5001,0.0796,15,40,55
401,2011-01-17,1,0,1,17,0,0,1,2,0.0328,0.0354,0.3612,0.0617,13,94,107
402,2011-01-17,1,0,1,18,0,0,1,2,0.0599,0.0213,0.4802,0.1063,15,69,84
403,2011-01-17,1,0,1,19,0,0,1,1,0.2145,0.1812,0.7196,0.0438,8,71,79
404,2011-01-17,1,0,1,20,0,0,1,2,0.1457,0.1497,0.5542,0.0996,6,34,40
405,2011-01-17,1,0,1,21,0,0,1,2,0.0175,0.0114,0.38,0.0736,7,22,29
406,2011-01-17,1,0,1,22,0,0,1,3,0.0697,0.0979,0.5744,0.0103,3,12,15
407,2011-01-17,1,0,1,23,0,0,1,1,0.1435,0.1287,0.2185,0.0373,2,14,16
408,2011-01-18,1,0,1,0,0,1,1,1,0.0742,0.0556,0.7643,0.1604,2,7,9
409,2011-01-18,1,0,1,1,0,1,1,1,0.1161,0.0819,0.4698,0.2448,1,3,4
410,2011-01-18,1,0,1,2,0,1,1,1,0.1533,0.1658,0.6127,0.1095,0,3,3
411,2011-01-18,1,0,1,3,0,1,1,2,0.1537,0.1746,0.4335,0.3317,0,1,1
412,2011-01-18,1,0,1,4,0,1,1,3,0.1106,0.1538,0.6176,0.1297,0,1,1
413,2011-01-18,1,0,1,5,0,1,1,1,0.174,0.1674,0.3729,0.0565,1,7,8
414,2011-01-18,1,0,1,6,0,1,1,1,0.126,0.1213,0.2941,0.012,7,23,30
415,2011-01-18,1,0,1,7,0,1,1,1,0.109,0.14,0.4013,0.1768,17,95,112
416,2011-01-18,1,0,1,8,0,1,1,3,0.0124,0.0455,0.3774,0.1779,9,54,63
417,2011-01-18,1,0,1,9,0,1,1,1,0.1259,0.0889,0.5828,0.2146,11,70,81
418,2011-01-18,1,0,1,10,0,1,1,1,0.036,0.0791,0.431,0.0451,5,44,49
419,2011-01-18,1,0,1,11,0,1,1,2,0.101,0.054,0.5143,0.0585,12,32,44
420,2011-01-18,1,0,1,12,0,1,1,2,0.117,0.1083,0.4296,0.129,7,55,62
421,2011-01-18,1,0,1,13,0,1,1,1,0.1213,0.1397,0.3475,0.0034,9,48,57
422,2011-01-18,1,0,1,14,0,1,1,2,0.0,0.0192,0.3198,0.0022,13,40,53
423,2011-01-18,1,0,1,15,0,1,1,1,0.1028,0.1356,0.8018,0.2997,15,57,72
424,2011-01-18,1,0,1,16,0,1,1,1,0.1719,0.1572,0.2969,0.1363,18,48,66
425,2011-01-18,1,0,1,17,0,1,1,3,0.1019,0.0389,0.5938,0.1349,9,75,84
426,2011-01-18,1,0,1,18,0,1,1,1,0.143,0.1781,0.5837,0.0275,18,74,92
427,2011-01-18,1,0,1,19,0,1,1,2,0.1341,0.1743,0.3886,0.1516,10,40,50
428,2011-01-18,1,0,1,20,0,1,1,1,0.0636,0.1182,0.6429,0.0279,5,44,49
429,2011-01-18,1,0,1,21,0,1,1,2,0.1612,0.1868,0.5622,0.4863,6,26,32
430,2011-01-18,1,0,1,22,0,1,1,1,0.0283,0.019,0.2518,0.3813,5,22,27
431,2011-01-18,1,0,1,23,0,1,1,1,0.0602,0.0557,0.4889,0.0133,2,11,13
432,2011-01-19,1,0,1,0,0,2,1,2,0.1001,0.1241,0.5643,0.3259,0,7,7
433,2011-01-19,1,0,1,1,0,2,1,2,0.1283,0.1093,0.538,0.5439,0,4,4
434,2011-01-19,1,0,1,2,0,2,1,2,0.0744,0.0598,0.5515,0.417,0,2,2
435,2011-01-19,1,0,1,3,0,2,1,1,0.0747,0.0282,0.4263,0.0275,0,1,1
436,2011-01-19,1,0,1,4,0,2,1,3,0.0,0.0,0.4081,0.0534,0,2,2
437,2011-01-19,1,0,1,5,0,2,1,1,0.045,0.0061,0.4316,0.0355,2,8,10
438,2011-01-19,1,0,1,6,0,2,1,1,0.1276,0.1161,0.2123,0.1243,7,22,29
439,2011-01-19,1,0,1,7,0,2,1,1,0.0927,0.1735,0.5525,0.048,15,61,76
440,2011-01-19,1,0,1,8,0,2,1,1,0.0,0.0,0.3221,0.1937,13,51,64
441,2011-01-19,1,0,1,9,0,2,1,2,0.1076,0.1187,0.5591,0.275,11,26,37
442,2011-01-19,1,0,1,10,0,2,1,2,0.0243,0.0093,0.7554,0.1018,8,33,41
443,2011-01-19,1,0,1,11,0,2,1,2,0.1311,0.1201,0.2444,0.0908,9,29,38
444,2011-01-19,1,0,1,12,0,2,1,1,0.0966,0.0589,0.4473,0.1552,14,85,99
445,2011-01-19,1,0,1,13,0,2,1,1,0.1573,0.1223,0.5325,0.0307,7,39,46
446,2011-01-19,1,0,1,14,0,2,1,1,0.1056,0.0927,0.5571,0.5256,11,41,52
447,2011-01-19,1,0,1,15,0,2,1,1,0.1444,0.129,0.3923,0.1221,15,42,57
448,2011-01-19,1,0,1,16,0,2,1,2,0.1095,0.0802,0.3976,0.3108,8,47,55
449,2011-01-19,1,0,1,17,0,2,1,1,0.1102,0.1471,0.4044,0.092,22,109,131
450,2011-01-19,1,0,1,18,0,2,1,1,0.125,0.1241,0.4016,0.3586,15,66,81
451,2011-01-19,1,0,1,19,0,2,1,1,0.0532,0.0669,0.0879,0.1363,17,42,59
452,2011-01-19,1,0,1,20,0,2,1,2,0.1421,0.1311,0.4101,0.1072,6,23,29
453,2011-01-19,1,0,1,21,0,2,1,3,0.1089,0.2267,0.1874,0.2741,3,25,28
454,2011-01-19,1,0,1,22,0,2,1,1,0.0058,0.0,0.5374,0.0495,2,18,20
455,2011-01-19,1,0,1,23,0,2,1,1,0.061,0.0987,0.4197,0.2223,2,14,16
456,2011-01-20,1,0,1,0,0,3,1,2,0.1206,0.1241,0.404,0.0029,2,6,8
457,2011-01-20,1,0,1,1,0,3,1,1,0.0476,0.0699,0.4708,0.4885,0,4,4
458,2011-01-20,1,0,1,2,0,3,1,3,0.1182,0.0744,0.3242,0.2827,0,2,2
459,2011-01-20,1,0,1,3,0,3,1,2,0.039,0.0677,0.6314,0.6924,0,2,2
460,2011-01-20,1,0,1,4,0,3,1,1,0.0781,0.0541,0.377,0.2699,0,2,2
461,2011-01-20,1,0,1,5,0,3,1,1,0.1155,0.1098,0.5486,0.0245,2,5,7
462,2011-01-20,1,0,1,6,0,3,1,1,0.001,0.0013,0.8113,0.2087,6,21,27
463,2011-01-20,1,0,1,7,0,3,1,1,0.036,0.0885,0.6398,0.3389,25,66,91
464,2011-01-20,1,0,1,8,0,3,1,1,0.0283,0.056,0.4247,0.0628,20,88,108
465,2011-01-20,1,0,1,9,0,3,1,2,0.1011,0.084,0.2269,0.1018,10,54,64
466,2011-01-20,1,0,1,10,0,3,1,1,0.023,0.0159,0.5184,0.3491,6,33,39
467,2011-01-20,1,0,1,11,0,3,1,2,0.1107,0.1167,0.5396,0.1605,16,42,58
468,2011-01-20,1,0,1,12,0,3,1,1,0.1068,0.122,0.5266,0.0935,6,47,53
469,2011-01-20,1,0,1,13,0,3,1,3,0.1593,0.1774,0.5108,0.114,4,30,34
470,2011-01-20,1,0,1,14,0,3,1,1,0.0,0.0175,0.4901,0.064,6,53,59
471,2011-01-20,1,0,1,15,0,3,1,1,0.0628,0.1194,0.5835,0.0437,9,34,43
472,2011-01-20,1,0,1,16,0,3,1,1,0.105,0.118,0.1754,0.0675,18,52,70
473,2011-01-20,1,0,1,17,0,3,1,1,0.0075,0.0,0.4323,0.0719,34,99,133
474,2011-01-20,1,0,1,18,0,3,1,2,0.0439,0.0,0.5616,0.0189,22,56,78
475,2011-01-20,1,0,1,19,0,3,1,2,0.058,0.059,0.1268,0.0264,11,37,48
476,2011-01-20,1,0,1,20,0,3,1,3,0.1697,0.1846,0.4798,0.0186,5,18,23
477,2011-01-20,1,0,1,21,0,3,1,3,0.0542,0.0609,0.6072,0.0774,3,9,12
478,2011-01-20,1,0,1,22,0,3,1,2,0.0054,0.0468,0.4302,0.0658,3,17,20
479,2011-01-20,1,0,1,23,0,3,1,2,0.0557,0.0618,0.3197,0.0256,2,9,11
480,2011-01-21,1,0,1,0,0,4,1,1,0.0235,0.0147,0.523,0.0395,2,10,12
481,2011-01-21,1,0,1,1,0,4,1,2,0.0948,0.1155,0.3096,0.2094,1,4,5
482,2011-01-21,1,0,1,2,0,4,1,2,0.1648,0.1497,0.4552,0.2684,0,2,2
483,2011-01-21,1,0,1,3,0,4,1,2,0.0,0.0,0.4721,0.2789,0,1,1
484,2011-01-21,1,0,1,4,0,4,1,1,0.1171,0.0642,0.4662,0.0476,0,2,2
485,2011-01-21,1,0,1,5,0,4,1,3,0.0788,0.0914,0.3704,0.1668,1,6,7
486,2011-01-21,1,0,1,6,0,4,1,3,0.1508,0.1366,0.511,0.1616,3,13,16
487,2011-01-21,1,0,1,7,0,4,1,1,0.0188,0.036,0.5676,0.081,7,53,60
488,2011-01-21,1,0,1,8,0,4,1,1,0.1583,0.144,0.3739,0.0025,26,88,114
489,2011-01-21,1,0,1,9,0,4,1,1,0.0593,0.041,0.5737,0.3915,12,54,66
490,2011-01-21,1,0,1,10,0,4,1,1,0.0877,0.0721,0.4462,0.1313,5,44,49
491,2011-01-21,1,0,1,11,0,4,1,2,0.079,0.0779,0.2403,0.5463,12,48,60
492,2011-01-21,1,0,1,12,0,4,1,1,0.0325,0.0606,0.4637,0.1197,8,67,75
493,2011-01-21,1,0,1,13,0,4,1,1,0.1051,0.1192,0.3939,0.255,14,37,51
494,2011-01-21,1,0,1,14,0,4,1,1,0.0,0.0,0.6016,0.0079,9,37,46
495,2011-01-21,1,0,1,15,0,4,1,1,0.0316,0.0,0.3144,0.1273,15,46,61
496,2011-01-21,1,0,1,16,0,4,1,2,0.0749,0.0698,0.379,0.0788,10,36,46
497,2011-01-21,1,0,1,17,0,4,1,1,0.0787,0.0662,0.3581,0.1539,20,114,134
498,2011-01-21,1,0,1,18,0,4,1,2,0.0679,0.0862,0.4296,0.0413,13,45,58
499,2011-01-21,1,0,1,19,0,4,1,2,0.1324,0.1481,0.3344,0.2009,8,44,52
500,2011-01-21,1,0,1,20,0,4,1,2,0.0647,0.0585,0.5908,0.1293,12,34,46
501,2011-01-21,1,0,1,21,0,4,1,1,0.1976,0.179,0.2697,0.0601,4,17,21
502,2011-01-21,1,0,1,22,0,4,1,2,0.1299,0.1462,0.7204,0.0024,5,17,22
503,2011-01-21,1,0,1,23,0,4,1,1,0.0359,0.0156,0.3841,0.301,2,15,17
504,2011-01-22,1,0,1,0,0,5,0,1,0.0608,0.0877,0.6352,0.1386,3,10,13
505,2011-01-22,1,0,1,1,0,5,0,1,0.0007,0.0,0.3897,0.1768,0,5,5
506,2011-01-22,1,0,1,2,0,5,0,1,0.0431,0.0644,0.6609,0.0069,0,3,3
507,2011-01-22,1,0,1,3,0,5,0,1,0.1225,0.1213,0.4373,0.0021,0,1,1
508,2011-01-22,1,0,1,4,0,5,0,1,0.0873,0.0791,0.7165,0.0288,0,1,1
509,2011-01-22,1,0,1,5,0,5,0,2,0.0927,0.1209,0.5019,0.0108,1,12,13
510,2011-01-22,1,0,1,6,0,5,0,1,0.1149,0.1077,0.3399,0.1881,4,24,28
511,2011-01-22,1,0,1,7,0,5,0,1,0.1137,0.1226,0.5958,0.1707,27,69,96
512,2011-01-22,1,0,1,8,0,5,0,1,0.1161,0.082,0.6819,0.0025,32,102,134
513,2011-01-22,1,0,1,9,0,5,0,1,0.1168,0.175,0.3683,0.0149,14,41,55
514,2011-01-22,1,0,1,10,0,5,0,3,0.0455,0.0541,0.7303,0.227,3,23,26
515,2011-01-22,1,0,1,11,0,5,0,1,0.0377,0.0783,0.6755,0.4742,11,45,56
516,2011-01-22,1,0,1,12,0,5,0,1,0.0885,0.0632,0.7127,0.0738,6,38,44
517,2011-01-22,1,0,1,13,0,5,0,1,0.0521,0.0435,0.7128,0.3103,8,22,30
518,2011-01-22,1,0,1,14,0,5,0,1,0.0554,0.0858,0.3773,0.1674,8,29,37
519,2011-01-22,1,0,1,15,0,5,0,1,0.1004,0.0723,0.5325,0.1773,11,36,47
520,2011-01-22,1,0,1,16,0,5,0,2,0.0835,0.116,0.6118,0.031,8,74,82
521,2011-01-22,1,0,1,17,0,5,0,1,0.1878,0.1574,0.4458,0.0201,31,77,108
522,2011-01-22,1,0,1,18,0,5,0,1,0.2112,0.192,0.372,0.0088,9,72,81
523,2011-01-22,1,0,1,19,0,5,0,1,0.006,0.0138,0.6656,0.0064,11,49,60
524,2011-01-22,1,0,1,20,0,5,0,2,0.0416,0.0092,0.6254,0.2491,8,32,40
525,2011-01-22,1,0,1,21,0,5,0,2,0.1535,0.1132,0.2951,0.1815,5,23,28
526,2011-01-22,1,0,1,22,0,5,0,1,0.0648,0.0601,0.6149,0.0604,7,23,30
527,2011-01-22,1,0,1,23,0,5,0,1,0.0693,0.117,0.6018,0.0433,1,13,14
528,2011-01-23,1,0,1,0,0,6,0,1,0.0791,0.0892,0.4728,0.1058,1,8,9
529,2011-01-23,1,0,1,1,0,6,0,2,0.0258,0.0,0.2309,0.1617,0,3,3
530,2011-01-23,1,0,1,2,0,6,0,2,0.0921,0.1074,0.8667,0.1307,0,2,2
531,2011-01-23,1,0,1,3,0,6,0,1,0.0695,0.0406,0.5759,0.0351,0,1,1
532,2011-01-23,1,0,1,4,0,6,0,1,0.1333,0.1409,0.2231,0.2437,0,3,3
533,2011-01-23,1,0,1,5,0,6,0,1,0.1266,0.1307,0.2635,0.0232,1,7,8
534,2011-01-23,1,0,1,6,0,6,0,1,0.0457,0.0509,0.6804,0.0125,6,25,31
535,2011-01-23,1,0,1,7,0,6,0,2,0.1081,0.1252,0.5293,0.0199,18,48,66
536,2011-01-23,1,0,1,8,0,6,0,3,0.1115,0.0871,0.4848,0.1089,11,43,54
537,2011-01-23,1,0,1,9,0,6,0,3,0.0724,0.1338,0.3988,0.0869,7,26,33
538,2011-01-23,1,0,1,10,0,6,0,1,0.0901,0.0724,0.4648,0.0366,10,48,58
539,2011-01-23,1,0,1,11,0,6,0,1,0.1048,0.1173,0.2336,0.2413,13,53,66
540,2011-01-23,1,0,1,12,0,6,0,2,0.1456,0.1628,0.2718,0.4753,15,59,74
541,2011-01-23,1,0,1,13,0,6,0,1,0.1122,0.0739,0.3068,0.0092,13,50,63
542,2011-01-23,1,0,1,14,0,6,0,2,0.0063,0.0102,0.4111,0.0875,6,42,48
543,2011-01-23,1,0,1,15,0,6,0,1,0.0596,0.022,0.4809,0.1075,10,43,53
544,2011-01-23,1,0,1,16,0,6,0,1,0.0736,0.0793,0.3908,0.0111,16,59,75
545,2011-01-23,1,0,1,17,0,6,0,1,0.0913,0.122,0.5263,0.1556,7,66,73
546,2011-01-23,1,0,1,18,0,6,0,3,0.0591,0.0837,0.2544,0.0665,14,35,49
547,2011-01-23,1,0,1,19,0,6,0,2,0.1324,0.0692,0.673,0.0793,11,48,59
548,2011-01-23,1,0,1,20,0,6,0,1,0.089,0.1042,0.3626,0.0749,8,47,55
549,2011-01-23,1,0,1,21,0,6,0,1,0.1083,0.0922,0.5767,0.0967,13,35,48
